Year_Birth,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
1962.00,1.00,1.00,72025.00,833.00,33.00,549.00,151.00,133.00
1975.00,3.00,0.00,52614.00,789.00,0.00,142.00,12.00,9.00
1984.00,2.00,1.00,35684.00,10.00,4.00,7.00,0.00,6.00
1975.00,1.00,1.00,48178.00,159.00,4.00,45.00,6.00,2.00
1970.00,2.00,0.00,29548.00,7.00,1.00,6.00,3.00,1.00
1966.00,1.00,0.00,63810.00,977.00,12.00,253.00,16.00,12.00
1972.00,3.00,0.00,38578.00,38.00,4.00,22.00,3.00,3.00
1975.00,2.00,0.00,46098.00,57.00,0.00,27.00,0.00,0.00
1970.00,1.00,0.00,22585.00,3.00,9.00,15.00,13.00,2.00
1989.00,1.00,0.00,30279.00,10.00,4.00,14.00,4.00,4.00
1961.00,3.00,1.00,66426.00,1043.00,24.00,97.00,32.00,24.00
1969.00,1.00,0.00,30822.00,3.00,9.00,13.00,2.00,12.00
1969.00,3.00,1.00,33581.00,11.00,0.00,5.00,0.00,0.00
1985.00,1.00,1.00,19986.00,3.00,6.00,5.00,0.00,2.00
1954.00,1.00,3.00,27421.00,43.00,12.00,96.00,78.00,40.00
1973.00,2.00,1.00,35688.00,73.00,3.00,90.00,12.00,1.00
1981.00,2.00,0.00,36143.00,12.00,0.00,1.00,0.00,0.00
1971.00,1.00,0.00,10245.00,4.00,7.00,7.00,6.00,4.00
1968.00,2.00,1.00,43795.00,314.00,11.00,53.00,4.00,3.00
1960.00,1.00,1.00,63381.00,571.00,50.00,142.00,33.00,50.00
1949.00,1.00,1.00,38823.00,70.00,0.00,11.00,2.00,8.00
1968.00,3.00,2.00,83664.00,866.00,21.00,151.00,28.00,21.00
1979.00,1.00,1.00,90300.00,594.00,134.00,786.00,33.00,134.00
1979.00,2.00,1.00,62499.00,140.00,4.00,61.00,0.00,13.00
1993.00,1.00,0.00,74293.00,375.00,152.00,335.00,93.00,91.00
1946.00,3.00,1.00,51012.00,102.00,9.00,63.00,2.00,9.00
1968.00,2.00,1.00,70777.00,554.00,35.00,113.00,0.00,7.00
1991.00,3.00,1.00,68682.00,919.00,0.00,505.00,99.00,30.00
1971.00,1.00,1.00,43824.00,96.00,1.00,42.00,12.00,3.00
1984.00,1.00,1.00,15345.00,5.00,2.00,16.00,3.00,2.00
1987.00,1.00,0.00,23442.00,2.00,0.00,6.00,8.00,6.00
1980.00,2.00,1.00,14515.00,6.00,4.00,9.00,6.00,36.00
1956.00,2.00,2.00,31395.00,23.00,1.00,25.00,0.00,8.00
1965.00,1.00,1.00,75276.00,610.00,105.00,125.00,137.00,42.00
1974.00,1.00,0.00,42373.00,67.00,5.00,61.00,3.00,8.00
1960.00,1.00,1.00,30507.00,65.00,36.00,74.00,38.00,20.00
1955.00,3.00,0.00,55521.00,416.00,0.00,26.00,0.00,0.00
1965.00,1.00,1.00,48006.00,23.00,0.00,11.00,3.00,2.00
1972.00,3.00,0.00,27213.00,19.00,3.00,26.00,10.00,9.00
1971.00,3.00,2.00,65808.00,155.00,7.00,80.00,13.00,7.00
1974.00,3.00,1.00,30351.00,14.00,0.00,24.00,3.00,3.00
1963.00,1.00,1.00,50437.00,370.00,9.00,92.00,6.00,9.00
1982.00,2.00,0.00,23616.00,4.00,22.00,11.00,3.00,7.00
1976.00,1.00,1.00,53858.00,407.00,53.00,221.00,58.00,150.00
1955.00,3.00,1.00,66465.00,1200.00,0.00,204.00,38.00,29.00
1987.00,1.00,0.00,46923.00,85.00,44.00,54.00,102.00,78.00
1962.00,1.00,1.00,75072.00,583.00,34.00,309.00,0.00,22.00
1943.00,3.00,1.00,75865.00,483.00,0.00,591.00,156.00,0.00
1975.00,2.00,1.00,19789.00,2.00,5.00,9.00,28.00,6.00
1994.00,1.00,1.00,80134.00,966.00,26.00,282.00,52.00,26.00
1981.00,1.00,0.00,91065.00,822.00,114.00,108.00,179.00,137.00
1971.00,2.00,1.00,49505.00,604.00,0.00,100.00,19.00,0.00
1973.00,3.00,1.00,37401.00,19.00,3.00,19.00,3.00,1.00
1983.00,1.00,1.00,30096.00,5.00,3.00,11.00,12.00,5.00
1982.00,2.00,1.00,18492.00,2.00,2.00,2.00,2.00,1.00
1974.00,2.00,1.00,82584.00,1076.00,68.00,103.00,29.00,91.00
1941.00,3.00,1.00,93027.00,1285.00,42.00,716.00,55.00,0.00
1953.00,1.00,1.00,48686.00,10.00,0.00,7.00,2.00,0.00
1986.00,1.00,1.00,92910.00,551.00,137.00,792.00,179.00,103.00
1989.00,1.00,1.00,75433.00,800.00,0.00,297.00,0.00,34.00
1989.00,2.00,1.00,10404.00,2.00,2.00,11.00,10.00,6.00
1968.00,1.00,1.00,61314.00,378.00,0.00,189.00,97.00,172.00
1961.00,3.00,0.00,84865.00,1248.00,16.00,349.00,43.00,16.00
1989.00,1.00,1.00,42387.00,235.00,0.00,235.00,19.00,4.00
1967.00,2.00,1.00,67309.00,515.00,47.00,181.00,149.00,95.00
1964.00,1.00,1.00,75236.00,438.00,66.00,400.00,12.00,38.00
1970.00,1.00,0.00,30015.00,25.00,0.00,22.00,2.00,3.00
1956.00,2.00,1.00,50943.00,31.00,0.00,7.00,2.00,0.00
1966.00,1.00,2.00,67272.00,357.00,35.00,271.00,28.00,28.00
1949.00,2.00,3.00,51529.00,400.00,4.00,35.00,6.00,0.00
1971.00,3.00,1.00,32011.00,99.00,0.00,15.00,2.00,1.00
1986.00,2.00,1.00,7500.00,1.00,11.00,5.00,4.00,6.00
1989.00,1.00,1.00,28691.00,5.00,4.00,13.00,8.00,0.00
1948.00,3.00,1.00,56223.00,77.00,28.00,31.00,16.00,0.00
1946.00,1.00,1.00,18100.00,3.00,1.00,2.00,4.00,3.00
1989.00,1.00,0.00,30279.00,10.00,4.00,14.00,4.00,4.00
1974.00,2.00,1.00,20130.00,0.00,6.00,3.00,7.00,6.00
1959.00,1.00,2.00,23295.00,0.00,0.00,1.00,2.00,12.00
1972.00,2.00,2.00,42618.00,76.00,14.00,74.00,13.00,5.00
1964.00,1.00,0.00,81246.00,398.00,190.00,537.00,61.00,156.00
1976.00,1.00,1.00,24027.00,14.00,7.00,11.00,11.00,0.00
1953.00,3.00,1.00,55707.00,208.00,7.00,82.00,30.00,66.00
1955.00,1.00,0.00,57959.00,430.00,16.00,322.00,43.00,24.00
1969.00,1.00,1.00,56796.00,656.00,38.00,161.00,62.00,47.00
1971.00,2.00,0.00,36230.00,14.00,2.00,30.00,8.00,2.00
1980.00,2.00,1.00,70829.00,141.00,70.00,106.00,72.00,19.00
1976.00,1.00,1.00,65991.00,507.00,19.00,364.00,25.00,47.00
1972.00,1.00,1.00,38988.00,164.00,24.00,103.00,12.00,3.00
1966.00,2.00,0.00,89572.00,606.00,24.00,974.00,197.00,194.00
1984.00,2.00,1.00,42207.00,116.00,11.00,72.00,3.00,17.00
1952.00,1.00,1.00,50300.00,143.00,15.00,60.00,24.00,23.00
1982.00,2.00,1.00,66664.00,398.00,96.00,447.00,220.00,96.00
1964.00,1.00,1.00,60597.00,522.00,0.00,257.00,32.00,16.00
1949.00,1.00,3.00,70165.00,161.00,0.00,253.00,199.00,191.00
1958.00,3.00,3.00,50520.00,112.00,0.00,6.00,2.00,1.00
1963.00,1.00,1.00,80124.00,483.00,84.00,398.00,205.00,84.00
1975.00,1.00,1.00,33183.00,7.00,5.00,39.00,17.00,15.00
1969.00,3.00,0.00,66582.00,789.00,25.00,420.00,16.00,38.00
1955.00,3.00,1.00,75261.00,1239.00,17.00,413.00,23.00,34.00
1970.00,1.00,3.00,31880.00,4.00,1.00,5.00,2.00,0.00
1951.00,1.00,1.00,53790.00,335.00,42.00,127.00,28.00,5.00
1971.00,3.00,1.00,49269.00,639.00,8.00,166.00,11.00,8.00
1975.00,1.00,1.00,61456.00,563.00,76.00,384.00,84.00,192.00
1980.00,1.00,1.00,37406.00,2.00,0.00,8.00,2.00,2.00
1981.00,3.00,1.00,56937.00,746.00,8.00,125.00,11.00,8.00
1978.00,1.00,1.00,38415.00,22.00,1.00,13.00,4.00,0.00
1988.00,1.00,0.00,20518.00,4.00,1.00,6.00,4.00,1.00
1956.00,1.00,1.00,62503.00,478.00,0.00,193.00,110.00,75.00
1972.00,3.00,0.00,41644.00,20.00,3.00,4.00,2.00,0.00
1977.00,2.00,1.00,55842.00,451.00,0.00,39.00,0.00,4.00
1972.00,3.00,1.00,62010.00,371.00,22.00,39.00,6.00,0.00
1977.00,1.00,1.00,41124.00,281.00,7.00,84.00,15.00,0.00
1973.00,2.00,1.00,38961.00,19.00,7.00,19.00,0.00,1.00
1972.00,2.00,2.00,37760.00,26.00,3.00,13.00,2.00,10.00
1974.00,1.00,0.00,32233.00,138.00,15.00,35.00,25.00,11.00
1975.00,1.00,1.00,43057.00,213.00,2.00,44.00,0.00,2.00
1960.00,2.00,1.00,83151.00,407.00,28.00,100.00,120.00,74.00
1964.00,3.00,2.00,78825.00,483.00,74.00,114.00,169.00,37.00
1976.00,2.00,1.00,65104.00,738.00,0.00,232.00,13.00,20.00
1974.00,1.00,1.00,60093.00,502.00,12.00,109.00,16.00,6.00
1969.00,1.00,1.00,14045.00,11.00,0.00,5.00,2.00,1.00
1952.00,2.00,3.00,28457.00,24.00,1.00,108.00,29.00,29.00
1958.00,3.00,1.00,78952.00,1170.00,19.00,594.00,99.00,76.00
1976.00,1.00,2.00,46310.00,185.00,2.00,88.00,15.00,5.00
1955.00,1.00,1.00,76005.00,983.00,20.00,389.00,240.00,50.00
1964.00,2.00,0.00,58308.00,691.00,0.00,69.00,10.00,0.00
1944.00,3.00,2.00,55614.00,504.00,13.00,131.00,8.00,0.00
1962.00,2.00,2.00,59432.00,317.00,25.00,265.00,25.00,19.00
1978.00,1.00,2.00,55563.00,29.00,1.00,9.00,2.00,0.00
1971.00,3.00,1.00,78642.00,1396.00,0.00,322.00,46.00,35.00
1949.00,3.00,1.00,67911.00,529.00,0.00,356.00,63.00,28.00
1944.00,1.00,1.00,65275.00,388.00,14.00,218.00,91.00,14.00
1950.00,1.00,1.00,27203.00,13.00,2.00,21.00,4.00,0.00
1961.00,2.00,1.00,48330.00,28.00,0.00,4.00,0.00,0.00
1990.00,0.00,1.00,24279.00,16.00,36.00,21.00,20.00,62.00
1985.00,3.00,1.00,64355.00,1047.00,0.00,140.00,67.00,38.00
1956.00,2.00,1.00,50943.00,31.00,0.00,7.00,2.00,0.00
1953.00,1.00,3.00,53653.00,815.00,10.00,239.00,28.00,10.00
1976.00,1.00,1.00,65665.00,225.00,162.00,387.00,106.00,36.00
1989.00,1.00,0.00,81217.00,493.00,70.00,324.00,146.00,40.00
1992.00,1.00,1.00,34935.00,34.00,4.00,66.00,3.00,10.00
1959.00,1.00,2.00,61250.00,382.00,138.00,65.00,60.00,26.00
1981.00,3.00,1.00,39665.00,127.00,1.00,56.00,0.00,1.00
1979.00,1.00,0.00,60152.00,325.00,83.00,300.00,86.00,58.00
1964.00,1.00,1.00,48920.00,238.00,17.00,68.00,8.00,10.00
1959.00,2.00,1.00,89120.00,1168.00,92.00,408.00,72.00,129.00
1946.00,3.00,1.00,44124.00,284.00,0.00,55.00,0.00,6.00
1975.00,2.00,0.00,81169.00,1288.00,20.00,613.00,80.00,61.00
1961.00,1.00,1.00,36443.00,65.00,0.00,46.00,4.00,3.00
1990.00,1.00,0.00,26095.00,11.00,7.00,9.00,3.00,1.00
1959.00,1.00,1.00,71367.00,227.00,23.00,389.00,42.00,21.00
1944.00,2.00,1.00,80184.00,1035.00,134.00,670.00,25.00,38.00
1965.00,1.00,2.00,30630.00,27.00,1.00,12.00,2.00,0.00
1987.00,2.00,0.00,73454.00,982.00,73.00,351.00,56.00,14.00
1991.00,1.00,1.00,42691.00,179.00,2.00,64.00,38.00,17.00
1953.00,1.00,1.00,70503.00,1379.00,33.00,216.00,0.00,33.00
1987.00,1.00,1.00,25545.00,32.00,1.00,64.00,16.00,12.00
1986.00,1.00,1.00,32880.00,8.00,4.00,15.00,7.00,6.00
1958.00,3.00,1.00,77863.00,881.00,38.00,319.00,16.00,25.00
1977.00,2.00,1.00,50353.00,141.00,15.00,153.00,67.00,31.00
1964.00,1.00,0.00,61839.00,1000.00,155.00,379.00,224.00,17.00
1960.00,3.00,1.00,49154.00,206.00,10.00,67.00,30.00,27.00
1975.00,2.00,3.00,47682.00,162.00,61.00,83.00,97.00,57.00
1969.00,1.00,0.00,72679.00,619.00,54.00,260.00,127.00,54.00
1977.00,2.00,1.00,57954.00,456.00,4.00,24.00,0.00,0.00
1962.00,1.00,1.00,65316.00,112.00,6.00,92.00,3.00,9.00
1982.00,1.00,0.00,28567.00,11.00,3.00,22.00,2.00,2.00
1951.00,2.00,1.00,47352.00,172.00,12.00,112.00,8.00,0.00
1967.00,1.00,1.00,44931.00,78.00,0.00,11.00,0.00,0.00
1967.00,1.00,2.00,76982.00,464.00,151.00,292.00,65.00,60.00
1952.00,2.00,1.00,57247.00,99.00,4.00,32.00,37.00,54.00
1981.00,2.00,0.00,22944.00,19.00,3.00,19.00,4.00,5.00
1977.00,2.00,1.00,25315.00,1.00,9.00,8.00,11.00,3.00
1969.00,1.00,3.00,43638.00,63.00,10.00,83.00,7.00,19.00
1984.00,3.00,0.00,42710.00,252.00,3.00,42.00,4.00,3.00
1982.00,3.00,1.00,84169.00,1478.00,19.00,403.00,0.00,19.00
1976.00,1.00,1.00,54058.00,198.00,18.00,252.00,32.00,108.00
1990.00,2.00,1.00,24683.00,8.00,4.00,10.00,6.00,7.00
1964.00,1.00,3.00,85620.00,416.00,46.00,925.00,60.00,107.00
1980.00,1.00,1.00,47850.00,42.00,7.00,43.00,20.00,12.00
1968.00,1.00,1.00,19514.00,14.00,3.00,21.00,2.00,1.00
1973.00,2.00,1.00,27159.00,17.00,0.00,3.00,0.00,0.00
1963.00,2.00,0.00,39548.00,15.00,4.00,10.00,3.00,4.00
1989.00,1.00,0.00,21474.00,6.00,16.00,24.00,11.00,0.00
1971.00,3.00,0.00,60504.00,458.00,0.00,24.00,6.00,4.00
1963.00,1.00,1.00,22419.00,30.00,3.00,47.00,19.00,21.00
1949.00,2.00,1.00,81698.00,179.00,28.00,520.00,111.00,123.00
1952.00,1.00,1.00,43462.00,90.00,17.00,97.00,15.00,6.00
1978.00,3.00,0.00,54880.00,308.00,85.00,137.00,102.00,45.00
1982.00,1.00,1.00,79908.00,557.00,129.00,761.00,29.00,185.00
1970.00,2.00,1.00,15315.00,7.00,4.00,13.00,15.00,8.00
1959.00,1.00,1.00,87771.00,1492.00,38.00,287.00,50.00,57.00
1978.00,1.00,1.00,33039.00,30.00,8.00,12.00,8.00,8.00
1980.00,1.00,0.00,81741.00,249.00,153.00,940.00,58.00,134.00
1971.00,2.00,1.00,71499.00,465.00,25.00,132.00,136.00,0.00
1970.00,2.00,1.00,62466.00,129.00,129.00,259.00,168.00,121.00
1963.00,3.00,2.00,48799.00,174.00,18.00,81.00,28.00,6.00
1950.00,3.00,1.00,52157.00,189.00,2.00,29.00,3.00,2.00
1962.00,1.00,0.00,66565.00,747.00,10.00,161.00,65.00,40.00
1951.00,2.00,1.00,29298.00,6.00,0.00,2.00,2.00,0.00
1979.00,1.00,0.00,47691.00,14.00,0.00,3.00,0.00,0.00
1970.00,1.00,1.00,38200.00,12.00,0.00,4.00,0.00,0.00
1974.00,1.00,1.00,44989.00,98.00,0.00,106.00,49.00,10.00
1968.00,3.00,1.00,38443.00,32.00,0.00,5.00,0.00,0.00
1978.00,2.00,0.00,38593.00,51.00,12.00,49.00,17.00,24.00
1970.00,3.00,1.00,64413.00,200.00,5.00,44.00,0.00,10.00
1981.00,2.00,1.00,36959.00,25.00,6.00,25.00,6.00,0.00
1977.00,3.00,1.00,61996.00,1050.00,12.00,144.00,0.00,0.00
1968.00,1.00,1.00,51287.00,117.00,0.00,22.00,13.00,0.00
1970.00,1.00,1.00,13260.00,9.00,4.00,17.00,10.00,2.00
1966.00,3.00,1.00,47472.00,56.00,0.00,11.00,0.00,0.00
1956.00,2.00,1.00,54603.00,145.00,13.00,46.00,17.00,2.00
1974.00,3.00,1.00,45207.00,203.00,0.00,10.00,0.00,0.00
1951.00,1.00,1.00,40689.00,270.00,3.00,27.00,39.00,6.00
1967.00,2.00,1.00,47821.00,9.00,0.00,16.00,6.00,6.00
1951.00,2.00,1.00,27450.00,37.00,12.00,23.00,8.00,11.00
1983.00,1.00,1.00,39453.00,46.00,0.00,7.00,0.00,0.00
1971.00,2.00,1.00,26850.00,31.00,1.00,13.00,7.00,2.00
1955.00,1.00,3.00,79800.00,1060.00,21.00,530.00,32.00,0.00
1961.00,2.00,1.00,61794.00,264.00,47.00,188.00,54.00,47.00
1955.00,1.00,1.00,53863.00,399.00,4.00,30.00,6.00,4.00
1959.00,1.00,1.00,24221.00,8.00,9.00,9.00,2.00,5.00
1984.00,3.00,0.00,39684.00,19.00,0.00,35.00,6.00,4.00
1975.00,2.00,1.00,92163.00,817.00,183.00,797.00,106.00,163.00
1965.00,2.00,0.00,69882.00,292.00,127.00,635.00,132.00,127.00
1977.00,1.00,1.00,33178.00,12.00,6.00,2.00,11.00,2.00
1972.00,3.00,1.00,59973.00,130.00,30.00,168.00,20.00,34.00
1975.00,2.00,1.00,17459.00,6.00,4.00,16.00,3.00,10.00
1969.00,1.00,2.00,23910.00,16.00,12.00,18.00,7.00,1.00
1969.00,2.00,1.00,42169.00,19.00,0.00,9.00,0.00,0.00
1978.00,2.00,1.00,26224.00,4.00,7.00,15.00,13.00,9.00
1981.00,1.00,1.00,31089.00,31.00,3.00,31.00,2.00,8.00
1961.00,1.00,0.00,30081.00,36.00,0.00,2.00,0.00,0.00
1960.00,1.00,1.00,62807.00,526.00,28.00,135.00,10.00,21.00
1955.00,1.00,0.00,72906.00,400.00,32.00,519.00,71.00,75.00
1948.00,3.00,1.00,61467.00,410.00,16.00,114.00,0.00,5.00
1966.00,2.00,1.00,49618.00,80.00,3.00,26.00,4.00,2.00
1986.00,2.00,0.00,21888.00,88.00,10.00,46.00,2.00,3.00
1973.00,1.00,3.00,42429.00,55.00,0.00,6.00,2.00,0.00
1956.00,1.00,2.00,26150.00,5.00,1.00,13.00,3.00,5.00
1975.00,0.00,1.00,30801.00,8.00,4.00,5.00,15.00,2.00
1965.00,1.00,1.00,81168.00,410.00,0.00,592.00,147.00,22.00
1969.00,2.00,0.00,26877.00,101.00,13.00,76.00,20.00,18.00
1944.00,2.00,3.00,45006.00,162.00,25.00,53.00,16.00,0.00
1973.00,0.00,1.00,18978.00,2.00,8.00,1.00,4.00,7.00
1967.00,1.00,1.00,22574.00,25.00,0.00,8.00,2.00,0.00
1969.00,3.00,0.00,48240.00,389.00,91.00,248.00,64.00,49.00
1974.00,1.00,1.00,45837.00,215.00,13.00,87.00,17.00,17.00
1965.00,2.00,0.00,35791.00,27.00,0.00,5.00,0.00,0.00
1976.00,3.00,1.00,162397.00,85.00,1.00,16.00,2.00,1.00
1978.00,1.00,3.00,54162.00,5.00,6.00,10.00,6.00,5.00
1960.00,2.00,1.00,30522.00,179.00,8.00,83.00,19.00,11.00
1961.00,3.00,1.00,54456.00,352.00,0.00,27.00,10.00,0.00
1971.00,1.00,0.00,31632.00,17.00,8.00,12.00,11.00,15.00
1949.00,1.00,3.00,72298.00,625.00,35.00,169.00,58.00,17.00
1978.00,2.00,0.00,36975.00,10.00,6.00,11.00,0.00,4.00
1955.00,2.00,1.00,72635.00,390.00,22.00,323.00,104.00,35.00
1976.00,1.00,1.00,13624.00,10.00,2.00,15.00,2.00,1.00
1975.00,1.00,0.00,84196.00,215.00,63.00,507.00,231.00,31.00
1960.00,1.00,1.00,70971.00,1001.00,17.00,572.00,93.00,125.00
1977.00,3.00,2.00,34487.00,19.00,18.00,33.00,24.00,1.00
1977.00,1.00,0.00,28769.00,41.00,5.00,129.00,10.00,3.00
1970.00,3.00,1.00,69084.00,1181.00,107.00,199.00,39.00,30.00
1958.00,3.00,1.00,65488.00,603.00,45.00,207.00,36.00,18.00
1970.00,2.00,1.00,62466.00,129.00,129.00,259.00,168.00,121.00
1960.00,2.00,0.00,32218.00,10.00,24.00,15.00,13.00,1.00
1973.00,1.00,0.00,83917.00,514.00,22.00,732.00,42.00,198.00
1962.00,1.00,2.00,46102.00,14.00,0.00,1.00,0.00,0.00
1952.00,1.00,0.00,84574.00,387.00,20.00,713.00,38.00,54.00
1962.00,1.00,1.00,56181.00,121.00,103.00,69.00,8.00,44.00
1950.00,2.00,2.00,63120.00,965.00,69.00,279.00,54.00,41.00
1971.00,1.00,1.00,73691.00,707.00,21.00,250.00,85.00,43.00
1960.00,1.00,1.00,63381.00,571.00,50.00,142.00,33.00,50.00
1948.00,3.00,1.00,76140.00,586.00,66.00,653.00,17.00,0.00
1959.00,3.00,2.00,62859.00,1063.00,89.00,102.00,16.00,12.00
1964.00,1.00,0.00,45906.00,305.00,3.00,27.00,4.00,3.00
1947.00,2.00,1.00,77632.00,1200.00,105.00,758.00,0.00,42.00
1971.00,3.00,1.00,46463.00,163.00,2.00,40.00,8.00,11.00
1970.00,1.00,1.00,105471.00,1009.00,181.00,104.00,202.00,21.00
1970.00,2.00,2.00,55282.00,125.00,6.00,73.00,8.00,4.00
1977.00,2.00,1.00,78710.00,721.00,0.00,152.00,119.00,50.00
1958.00,1.00,1.00,66886.00,315.00,4.00,62.00,41.00,31.00
1960.00,2.00,0.00,98777.00,1000.00,19.00,711.00,125.00,115.00
1985.00,1.00,1.00,29103.00,16.00,0.00,17.00,6.00,3.00
1974.00,1.00,1.00,67445.00,757.00,80.00,217.00,29.00,80.00
1950.00,3.00,1.00,50616.00,30.00,2.00,25.00,0.00,1.00
1955.00,1.00,2.00,49431.00,219.00,3.00,100.00,26.00,0.00
1975.00,1.00,2.00,153924.00,1.00,1.00,1.00,1.00,1.00
1953.00,1.00,1.00,61278.00,111.00,3.00,28.00,2.00,6.00
1958.00,2.00,1.00,26490.00,45.00,47.00,52.00,21.00,20.00
1947.00,3.00,1.00,73059.00,410.00,112.00,420.00,0.00,82.00
1966.00,3.00,0.00,46734.00,100.00,1.00,39.00,6.00,1.00
1963.00,1.00,1.00,56253.00,509.00,0.00,65.00,7.00,11.00
1985.00,1.00,1.00,19986.00,3.00,6.00,5.00,0.00,2.00
1975.00,1.00,3.00,58330.00,445.00,53.00,213.00,104.00,98.00
1980.00,0.00,1.00,25965.00,2.00,2.00,11.00,41.00,7.00
1956.00,2.00,1.00,14661.00,4.00,1.00,11.00,6.00,2.00
1959.00,1.00,1.00,18690.00,6.00,1.00,7.00,23.00,4.00
1974.00,3.00,1.00,45068.00,14.00,0.00,3.00,0.00,0.00
1987.00,0.00,0.00,21063.00,1.00,10.00,11.00,19.00,3.00
1968.00,3.00,1.00,29187.00,26.00,0.00,6.00,0.00,0.00
1971.00,2.00,1.00,54690.00,111.00,16.00,37.00,7.00,9.00
1964.00,3.00,1.00,59304.00,418.00,61.00,428.00,80.00,51.00
1962.00,2.00,0.00,59247.00,327.00,9.00,122.00,19.00,14.00
1970.00,1.00,3.00,66731.00,371.00,159.00,194.00,58.00,106.00
1980.00,1.00,1.00,77353.00,275.00,59.00,107.00,69.00,101.00
1975.00,3.00,0.00,52614.00,789.00,0.00,142.00,12.00,9.00
1974.00,1.00,1.00,26751.00,1.00,1.00,5.00,0.00,3.00
1963.00,3.00,1.00,81300.00,1004.00,12.00,145.00,32.00,12.00
1979.00,1.00,0.00,70337.00,187.00,81.00,149.00,25.00,43.00
1985.00,2.00,1.00,36145.00,56.00,4.00,76.00,17.00,1.00
1980.00,3.00,0.00,65295.00,365.00,32.00,117.00,34.00,110.00
1963.00,1.00,2.00,68118.00,595.00,23.00,123.00,10.00,23.00
1967.00,1.00,2.00,68743.00,1132.00,134.00,384.00,175.00,134.00
1982.00,2.00,1.00,41039.00,34.00,11.00,137.00,179.00,61.00
1955.00,1.00,1.00,38946.00,116.00,6.00,82.00,6.00,6.00
1967.00,1.00,1.00,65777.00,565.00,32.00,435.00,28.00,32.00
1976.00,3.00,2.00,66476.00,372.00,18.00,126.00,47.00,48.00
1972.00,3.00,0.00,86857.00,899.00,102.00,838.00,133.00,102.00
1982.00,3.00,1.00,160803.00,55.00,16.00,1622.00,17.00,3.00
1989.00,3.00,1.00,77845.00,760.00,40.00,480.00,0.00,40.00
1969.00,3.00,1.00,69476.00,260.00,86.00,559.00,63.00,9.00
1960.00,3.00,2.00,50611.00,459.00,0.00,24.00,6.00,0.00
1970.00,1.00,0.00,61209.00,466.00,0.00,224.00,119.00,49.00
1958.00,2.00,1.00,42315.00,67.00,15.00,80.00,17.00,11.00
1952.00,0.00,1.00,13084.00,2.00,0.00,7.00,3.00,7.00
1949.00,2.00,3.00,47570.00,67.00,1.00,20.00,0.00,2.00
1961.00,2.00,1.00,61923.00,92.00,4.00,18.00,3.00,3.00
1995.00,1.00,0.00,34824.00,4.00,2.00,11.00,2.00,0.00
1949.00,3.00,0.00,26518.00,20.00,1.00,28.00,3.00,3.00
1961.00,1.00,0.00,45938.00,273.00,11.00,178.00,62.00,83.00
1960.00,1.00,1.00,78468.00,434.00,22.00,388.00,104.00,22.00
1973.00,1.00,2.00,78901.00,321.00,11.00,309.00,33.00,26.00
1978.00,1.00,1.00,71427.00,212.00,123.00,177.00,15.00,64.00
1978.00,1.00,2.00,71022.00,909.00,12.00,278.00,0.00,12.00
1988.00,2.00,0.00,90247.00,1184.00,32.00,352.00,21.00,16.00
1968.00,2.00,2.00,41335.00,112.00,19.00,21.00,16.00,14.00
1986.00,1.00,1.00,71952.00,656.00,80.00,455.00,52.00,107.00
1970.00,3.00,2.00,35682.00,23.00,0.00,8.00,6.00,2.00
1951.00,1.00,2.00,43185.00,537.00,6.00,42.00,16.00,6.00
1948.00,3.00,1.00,66375.00,712.00,0.00,45.00,0.00,0.00
1971.00,2.00,1.00,35178.00,23.00,1.00,13.00,2.00,2.00
1986.00,1.00,1.00,25252.00,1.00,3.00,4.00,2.00,2.00
1965.00,2.00,0.00,55250.00,664.00,58.00,83.00,32.00,0.00
1975.00,1.00,0.00,33249.00,6.00,10.00,21.00,19.00,14.00
1953.00,1.00,1.00,58398.00,299.00,5.00,201.00,21.00,21.00
1982.00,1.00,1.00,50272.00,99.00,13.00,66.00,43.00,8.00
1975.00,3.00,1.00,76618.00,749.00,40.00,294.00,121.00,160.00
1960.00,2.00,2.00,87305.00,345.00,25.00,501.00,63.00,138.00
1978.00,1.00,1.00,25851.00,9.00,4.00,18.00,7.00,5.00
1970.00,1.00,2.00,58710.00,440.00,81.00,368.00,0.00,122.00
1958.00,1.00,0.00,45160.00,8.00,2.00,5.00,3.00,0.00
1965.00,2.00,1.00,74806.00,670.00,9.00,249.00,0.00,28.00
1954.00,1.00,1.00,59111.00,524.00,0.00,134.00,28.00,28.00
1984.00,3.00,1.00,18988.00,6.00,0.00,6.00,2.00,1.00
1965.00,1.00,1.00,72190.00,597.00,166.00,597.00,172.00,166.00
1976.00,1.00,1.00,7500.00,7.00,0.00,12.00,13.00,7.00
1966.00,1.00,1.00,44794.00,54.00,0.00,7.00,0.00,0.00
1955.00,1.00,1.00,80395.00,445.00,25.00,706.00,80.00,76.00
1976.00,2.00,2.00,75012.00,294.00,142.00,218.00,164.00,58.00
1965.00,2.00,1.00,56962.00,292.00,3.00,77.00,10.00,3.00
1991.00,1.00,1.00,89891.00,412.00,22.00,132.00,59.00,28.00
1949.00,3.00,2.00,35946.00,8.00,0.00,3.00,0.00,0.00
1953.00,3.00,1.00,53593.00,349.00,4.00,78.00,6.00,0.00
1978.00,1.00,1.00,66373.00,328.00,9.00,124.00,12.00,24.00
1948.00,3.00,2.00,45072.00,144.00,2.00,99.00,7.00,2.00
